ReportID,Timestamp,ScreenLoadTime,DbQueryTime,MemoryUsage,GcEvents,ExceptionsLogged
1114,2025-06-03T18:25:51.248131500,0,0,31,13,
1115,2025-06-03T18:25:51.492230900,0,0,33,13,
1116,2025-06-03T18:25:51.502378600,0,0,33,13,
1117,2025-06-03T18:25:51.804045700,0,0,33,13,
1118,2025-06-03T18:25:51.818048300,3,0,33,13,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1119,2025-06-03T18:25:52.065003400,0,0,33,13,
1120,2025-06-03T18:25:52.306132100,1,0,33,13,
1121,2025-06-03T18:25:52.554966800,0,0,33,13,
1122,2025-06-03T18:25:52.799010100,0,0,33,13,
1123,2025-06-03T18:25:53.041999900,1,0,34,13,
1124,2025-06-03T18:26:23.886006,16,14,26,13,
1125,2025-06-03T18:26:24.298012700,4,3,38,13,
1126,2025-06-03T18:26:24.567528800,3,3,38,13,
1127,2025-06-03T18:26:24.968533600,4,1,42,13,
1128,2025-06-03T18:26:24.988531900,0,0,42,13,
1129,2025-06-03T18:26:25.601048700,4,3,77,13,
1130,2025-06-03T18:26:25.936046400,9,9,78,13,
1131,2025-06-03T18:26:26.220046600,2,2,18,14,
1132,2025-06-03T18:26:26.497049200,1,1,18,14,
1133,2025-06-03T18:26:26.753047600,1,1,19,14,
1134,2025-06-03T18:26:27.141048700,2,2,19,14,
1135,2025-06-03T18:26:27.401050,1,1,19,14,
1136,2025-06-03T18:26:27.671050900,1,1,20,14,
1137,2025-06-03T18:26:28.003565800,7,5,21,14,
1138,2025-06-03T18:26:28.410577200,0,0,28,14,
1139,2025-06-03T18:26:28.671595800,0,0,30,14,
1140,2025-06-03T18:26:28.923874100,0,0,30,14,
1141,2025-06-03T18:26:28.930629400,0,0,30,14,
1142,2025-06-03T18:26:29.170731900,0,0,30,14,
1143,2025-06-03T18:26:29.209735200,0,0,30,14,
1144,2025-06-03T18:26:29.515249800,0,0,31,14,
1145,2025-06-03T18:26:29.756865200,0,0,32,14,
1146,2025-06-03T18:26:29.767868100,0,0,32,14,
1147,2025-06-03T18:26:30.061850300,0,0,32,14,
1148,2025-06-03T18:26:30.077854100,5,0,32,14,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1149,2025-06-03T18:26:30.315079600,0,0,32,14,
1150,2025-06-03T18:26:30.564537200,0,0,32,14,
1151,2025-06-03T18:26:30.807064700,0,0,32,14,
1152,2025-06-03T18:26:31.052882300,0,0,33,14,
1153,2025-06-03T18:26:31.298079100,1,1,33,14,
1154,2025-06-03T18:27:21.596909500,14,13,21,9,
1155,2025-06-03T18:27:21.953945,4,4,32,9,
1156,2025-06-03T18:27:22.216943900,2,2,34,9,
1157,2025-06-03T18:27:22.562943900,2,1,38,9,
1158,2025-06-03T18:27:22.576942700,1,1,38,9,
1159,2025-06-03T18:27:23.252944700,1,1,70,9,
1160,2025-06-03T18:27:23.568942600,4,1,70,9,
1161,2025-06-03T18:27:23.857944100,1,1,19,10,
1162,2025-06-03T18:27:24.150945300,2,1,20,10,
1163,2025-06-03T18:27:24.425947900,1,1,21,10,
1164,2025-06-03T18:27:24.742943200,0,0,21,10,
1165,2025-06-03T18:27:24.985771100,0,0,21,10,
1166,2025-06-03T18:27:25.247923900,1,1,23,10,
1167,2025-06-03T18:27:25.560960600,0,0,23,10,
1168,2025-06-03T18:27:25.982983500,0,0,30,10,
1169,2025-06-03T18:27:26.239201200,0,0,31,10,
1170,2025-06-03T18:27:26.502207,1,1,33,10,
1171,2025-06-03T18:27:26.508203,0,0,33,10,
1172,2025-06-03T18:27:26.753245900,0,0,33,10,
1173,2025-06-03T18:27:26.783245100,1,0,33,10,
1174,2025-06-03T18:27:27.070948200,0,0,33,10,
1175,2025-06-03T18:27:27.318830500,0,0,33,10,
1176,2025-06-03T18:27:27.330061500,0,0,33,10,
1177,2025-06-03T18:27:27.627928,1,1,33,10,
1178,2025-06-03T18:27:27.652927500,5,0,34,10,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1179,2025-06-03T18:27:27.905928800,0,0,35,10,
1180,2025-06-03T18:27:28.153738900,0,0,35,10,
1181,2025-06-03T18:27:28.403149700,1,0,35,10,
1182,2025-06-03T18:27:28.665910400,0,0,35,10,
1183,2025-06-03T18:27:28.911150200,0,0,35,10,
1184,2025-06-03T18:28:33.692925,28,24,13,12,
1185,2025-06-03T18:28:34.025926900,4,4,20,12,
1186,2025-06-03T18:28:34.288928800,3,3,21,12,
1187,2025-06-03T18:28:34.667925900,2,2,26,12,
1188,2025-06-03T18:28:34.683927500,1,1,26,12,
1189,2025-06-03T18:28:35.309933400,1,1,37,13,
1190,2025-06-03T18:28:35.627926700,5,5,37,13,
1191,2025-06-03T18:28:35.920445500,1,1,18,14,
1192,2025-06-03T18:28:36.184958,1,1,19,14,
1193,2025-06-03T18:28:36.461957800,1,0,19,14,
1194,2025-06-03T18:28:36.779959400,3,3,19,14,
1195,2025-06-03T18:28:37.043972400,1,1,19,14,
1196,2025-06-03T18:28:37.327958500,3,2,20,14,
1197,2025-06-03T18:28:37.651471600,3,2,21,14,
1198,2025-06-03T18:28:38.079992600,0,0,28,14,
1199,2025-06-03T18:28:38.364997,1,1,30,14,
1200,2025-06-03T18:28:38.634623400,0,0,30,14,
1201,2025-06-03T18:28:38.641625900,0,0,30,14,
1202,2025-06-03T18:28:38.880872800,0,0,31,14,
1203,2025-06-03T18:28:38.912870900,0,0,31,14,
1204,2025-06-03T18:28:39.210814,1,1,31,14,
1205,2025-06-03T18:28:39.457543500,0,0,31,14,
1206,2025-06-03T18:28:39.468548200,0,0,31,14,
1207,2025-06-03T18:28:39.771134500,1,1,31,14,
1208,2025-06-03T18:28:39.788135,4,0,31,14,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1209,2025-06-03T18:28:40.029780300,0,0,32,14,
1210,2025-06-03T18:28:40.267936500,0,0,32,14,
1211,2025-06-03T18:28:40.511499900,0,0,32,14,
1212,2025-06-03T18:28:40.758597500,0,0,32,14,
1213,2025-06-03T18:28:41.000893500,0,0,32,14,
1214,2025-06-03T18:29:55.327264300,23,21,33,12,
1215,2025-06-03T18:29:55.715263300,5,4,26,12,
1216,2025-06-03T18:29:55.976267200,2,2,26,12,
1217,2025-06-03T18:29:56.311267300,2,2,31,12,
1218,2025-06-03T18:29:56.324784,0,0,31,12,
1219,2025-06-03T18:29:56.932785,2,2,65,12,
1220,2025-06-03T18:29:57.252785600,3,3,66,12,
1221,2025-06-03T18:29:57.548784700,2,2,76,12,
1222,2025-06-03T18:29:57.811788300,1,1,20,13,
1223,2025-06-03T18:29:58.118786500,0,0,20,13,
1224,2025-06-03T18:29:58.437786700,10,10,20,13,
1225,2025-06-03T18:29:58.711787300,2,2,21,13,
1226,2025-06-03T18:29:58.985785600,1,1,22,13,
1227,2025-06-03T18:29:59.300405400,2,1,22,13,
1228,2025-06-03T18:29:59.756302300,0,0,29,13,
1229,2025-06-03T18:30:00.014482400,0,0,31,13,
1230,2025-06-03T18:30:00.266664200,0,0,31,13,
1231,2025-06-03T18:30:00.273665600,0,0,31,13,
1232,2025-06-03T18:30:00.519664900,0,0,31,13,
1233,2025-06-03T18:30:00.554666,0,0,32,13,
1234,2025-06-03T18:30:00.854344300,0,0,32,13,
1235,2025-06-03T18:30:01.099344800,0,0,32,13,
1236,2025-06-03T18:30:01.110342800,0,0,33,13,
1237,2025-06-03T18:30:01.410429700,1,0,33,13,
1238,2025-06-03T18:30:01.425182,5,0,33,13,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1239,2025-06-03T18:30:01.664401200,2,2,33,13,
1240,2025-06-03T18:30:01.915212300,0,0,35,13,
1241,2025-06-03T18:30:02.154304400,0,0,35,13,
1242,2025-06-03T18:30:02.395443,0,0,35,13,
1243,2025-06-03T18:30:02.643609,0,0,35,13,
1244,2025-06-03T18:30:02.882635900,0,0,35,13,
1245,2025-06-03T18:31:04.881295100,14,13,34,11,
1246,2025-06-03T18:31:05.504343800,4,3,22,12,
1247,2025-06-03T18:31:05.875343500,8,7,22,12,
1248,2025-06-03T18:31:06.267344400,3,2,27,12,
1249,2025-06-03T18:31:06.284345,1,0,28,12,
1250,2025-06-03T18:31:07.135347100,2,1,61,12,
1251,2025-06-03T18:31:07.462345500,5,1,62,12,
1252,2025-06-03T18:31:07.815344300,2,1,19,13,
1253,2025-06-03T18:31:08.107347600,1,1,20,13,
1254,2025-06-03T18:31:08.391345600,1,1,20,13,
1255,2025-06-03T18:31:08.721343600,2,1,20,13,
1256,2025-06-03T18:31:08.974350400,1,1,21,13,
1257,2025-06-03T18:31:09.252343100,1,1,21,13,
1258,2025-06-03T18:31:09.560229500,0,0,21,13,
1259,2025-06-03T18:31:09.959245100,0,0,29,13,
1260,2025-06-03T18:31:10.222438500,1,0,30,13,
1261,2025-06-03T18:31:10.475331100,0,0,30,13,
1262,2025-06-03T18:31:10.480332300,0,0,30,13,
1263,2025-06-03T18:31:10.720250300,0,0,31,13,
1264,2025-06-03T18:31:10.760252,0,0,31,13,
1265,2025-06-03T18:31:11.059952,0,0,31,13,
1266,2025-06-03T18:31:11.311270300,0,0,31,13,
1267,2025-06-03T18:31:11.322272800,0,0,31,13,
1268,2025-06-03T18:31:11.624088900,0,0,32,13,
1269,2025-06-03T18:31:11.638085200,5,0,33,13,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1270,2025-06-03T18:31:11.878085900,0,0,33,13,
1271,2025-06-03T18:31:12.133597700,0,0,33,13,
1272,2025-06-03T18:31:12.379412600,0,0,33,13,
1273,2025-06-03T18:31:12.637261800,3,3,33,13,
1274,2025-06-03T18:31:12.891644700,0,0,35,13,
1275,2025-06-03T18:31:13.135517100,0,0,35,13,
1276,2025-06-03T18:32:20.028212800,14,14,34,12,
1277,2025-06-03T18:32:20.389207300,0,0,21,12,
1278,2025-06-03T18:32:20.668213700,13,7,21,12,
1279,2025-06-03T18:32:21.404203800,2,2,25,12,
1280,2025-06-03T18:32:21.421208300,0,0,26,12,
1281,2025-06-03T18:32:22.168205300,3,3,60,12,
1282,2025-06-03T18:32:22.508206600,6,5,60,12,
1283,2025-06-03T18:32:22.811207600,2,1,18,13,
1284,2025-06-03T18:32:23.091205600,12,9,20,13,
1285,2025-06-03T18:32:23.372208700,0,0,20,13,
1286,2025-06-03T18:32:23.701252,3,3,20,13,
1287,2025-06-03T18:32:23.950252100,0,0,21,13,
1288,2025-06-03T18:32:24.240548100,0,0,21,13,
1289,2025-06-03T18:32:24.544169200,0,0,22,13,
1290,2025-06-03T18:32:24.932647,0,0,29,13,
1291,2025-06-03T18:32:25.189267,0,0,30,13,
1292,2025-06-03T18:32:25.440185900,0,0,31,13,
1293,2025-06-03T18:32:25.448191,1,1,31,13,
1294,2025-06-03T18:32:25.689254,0,0,31,13,
1295,2025-06-03T18:32:25.727254900,0,0,31,13,
1296,2025-06-03T18:32:26.026159,0,0,31,13,
1297,2025-06-03T18:32:26.271181400,0,0,33,13,
1298,2025-06-03T18:32:26.524635600,0,0,33,13,
1299,2025-06-03T18:32:26.534633600,0,0,33,13,
1300,2025-06-03T18:32:26.839536,0,0,33,13,
1301,2025-06-03T18:32:26.851538500,4,0,33,13,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1302,2025-06-03T18:32:27.092231200,0,0,33,13,
1303,2025-06-03T18:32:27.342338800,0,0,35,13,
1304,2025-06-03T18:32:27.580730500,0,0,35,13,
1305,2025-06-03T18:32:27.831612200,0,0,35,13,
1306,2025-06-03T18:32:28.080257800,0,0,35,13,
1307,2025-06-03T18:32:28.320293300,0,0,35,13,
1308,2025-06-03T18:35:39.080025700,184,184,151,5,
1309,2025-06-03T18:35:44.281153700,0,0,222,11,
1310,2025-06-03T18:41:48.129878700,26,26,27,11,
1311,2025-06-03T18:41:48.613875400,9,7,19,12,
1312,2025-06-03T18:41:48.899908100,2,2,19,12,
1313,2025-06-03T18:41:49.324494700,4,1,24,12,
1314,2025-06-03T18:41:49.346029100,2,2,24,12,
1315,2025-06-03T18:41:50.653327800,2,1,55,12,
1316,2025-06-03T18:41:51.002842,5,5,55,12,
1317,2025-06-03T18:41:51.305371600,6,4,18,13,
1318,2025-06-03T18:41:51.738369700,13,7,19,13,
1319,2025-06-03T18:41:52.454980500,1,1,19,13,
1320,2025-06-03T18:41:52.814982500,0,0,19,13,
1321,2025-06-03T18:41:53.178020300,1,0,21,13,
1322,2025-06-03T18:41:53.450543700,0,0,22,13,
1323,2025-06-03T18:41:53.764992100,0,0,22,13,
1324,2025-06-03T18:41:54.193335500,0,0,29,13,
1325,2025-06-03T18:41:54.456897500,1,1,29,13,
1326,2025-06-03T18:41:54.746939900,0,0,31,13,
1327,2025-06-03T18:41:55.014989,0,0,31,13,
1328,2025-06-03T18:41:55.021989200,0,0,31,13,
1329,2025-06-03T18:41:55.278998500,0,0,31,13,
1330,2025-06-03T18:41:55.313998800,1,1,32,13,
1331,2025-06-03T18:41:55.626481300,0,0,32,13,
1332,2025-06-03T18:41:55.884537200,0,0,33,13,
1333,2025-06-03T18:41:56.137578300,0,0,33,13,
1334,2025-06-03T18:41:56.149586400,0,0,33,13,
1335,2025-06-03T18:41:56.448963100,0,0,33,13,
1336,2025-06-03T18:41:56.464245400,4,0,33,13,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1337,2025-06-03T18:41:56.719799900,1,1,34,13,
1338,2025-06-03T18:41:56.968195400,0,0,34,13,
1339,2025-06-03T18:41:57.228200400,1,1,34,13,
1340,2025-06-03T18:41:57.481194700,0,0,35,13,
1341,2025-06-03T18:41:57.749438300,0,0,35,13,
1342,2025-06-03T18:43:20.944625600,165,165,149,10,
1343,2025-06-03T18:43:24.537104700,0,0,220,28,
1344,2025-06-03T18:44:03.053702700,17,17,31,11,
1345,2025-06-03T18:44:03.422729400,9,8,17,12,
1346,2025-06-03T18:44:03.689729700,2,2,18,12,
1347,2025-06-03T18:44:04.077728200,5,4,22,12,
1348,2025-06-03T18:44:04.102726900,0,0,22,12,
1349,2025-06-03T18:44:04.879825500,2,2,34,13,
1350,2025-06-03T18:44:05.259820700,22,21,34,13,
1351,2025-06-03T18:44:05.653964700,2,2,47,13,
1352,2025-06-03T18:44:06.025096800,3,3,21,14,
1353,2025-06-03T18:44:06.355150900,0,0,21,14,
1354,2025-06-03T18:44:06.653691500,0,0,21,14,
1355,2025-06-03T18:44:06.913004100,1,1,21,14,
1356,2025-06-03T18:44:07.170001500,0,0,22,14,
1357,2025-06-03T18:44:07.493733,1,1,23,14,
1358,2025-06-03T18:44:07.941255900,4,4,30,14,
1359,2025-06-03T18:44:08.252262900,0,0,31,14,
1360,2025-06-03T18:44:08.503715200,1,0,31,14,
1361,2025-06-03T18:44:08.521716100,0,0,31,14,
1362,2025-06-03T18:44:08.766233600,3,3,31,14,
1363,2025-06-03T18:44:08.807232200,0,0,32,14,
1364,2025-06-03T18:44:09.121756700,0,0,32,14,
1365,2025-06-03T18:44:09.372541100,0,0,33,14,
1366,2025-06-03T18:44:09.628899800,1,0,33,14,
1367,2025-06-03T18:44:09.642902400,0,0,33,14,
1368,2025-06-03T18:44:09.941573700,0,0,33,14,
1369,2025-06-03T18:44:09.954575300,5,0,34,14,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1370,2025-06-03T18:44:10.196488200,0,0,35,14,
1371,2025-06-03T18:44:10.450491200,0,0,35,14,
1372,2025-06-03T18:44:10.703940500,0,0,35,14,
1373,2025-06-03T18:44:10.956487900,0,0,35,14,
1374,2025-06-03T18:44:11.217075800,1,1,35,14,
1375,2025-06-03T18:44:11.456993800,0,0,35,14,
1376,2025-06-03T18:45:25.942091300,16,15,33,11,
1377,2025-06-03T18:45:26.362144500,5,5,20,12,
1378,2025-06-03T18:45:26.638183700,10,10,20,12,
1379,2025-06-03T18:45:26.998238100,3,2,25,12,
1380,2025-06-03T18:45:27.023757200,0,0,25,12,
1381,2025-06-03T18:45:28.110470100,3,3,58,12,
1382,2025-06-03T18:45:28.637775400,11,11,60,12,
1383,2025-06-03T18:45:29.095832700,2,1,64,12,
1384,2025-06-03T18:45:29.706421600,1,1,65,12,
1385,2025-06-03T18:45:30.244549400,2,2,73,12,
1386,2025-06-03T18:45:30.610070400,5,5,21,13,
1387,2025-06-03T18:45:30.864986,0,0,21,13,
1388,2025-06-03T18:45:31.127534300,0,0,21,13,
1389,2025-06-03T18:45:31.438914,5,2,21,13,
1390,2025-06-03T18:45:31.892945400,0,0,29,13,
1391,2025-06-03T18:45:32.158457900,0,0,31,13,
1392,2025-06-03T18:45:32.411034600,0,0,31,13,
1393,2025-06-03T18:45:32.416038300,0,0,31,13,
1394,2025-06-03T18:45:32.663225700,3,3,31,13,
1395,2025-06-03T18:45:32.711743400,0,0,31,13,
1396,2025-06-03T18:45:33.012705200,0,0,32,13,
1397,2025-06-03T18:45:33.265259,0,0,32,13,
1398,2025-06-03T18:45:33.278259700,0,0,32,13,
1399,2025-06-03T18:45:33.584489700,1,1,32,13,
1400,2025-06-03T18:45:33.601490200,4,0,33,13,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1401,2025-06-03T18:45:33.882538500,0,0,33,13,
1402,2025-06-03T18:45:34.146537400,0,0,33,13,
1403,2025-06-03T18:45:34.397557500,0,0,34,13,
1404,2025-06-03T18:45:34.643979200,0,0,34,13,
1405,2025-06-03T18:45:34.897498300,1,0,35,13,
1406,2025-06-03T18:45:35.147344800,1,0,35,13,
1407,2025-06-03T18:45:59.448370500,26,24,31,11,
1408,2025-06-03T18:45:59.875369500,8,8,22,12,
1409,2025-06-03T18:46:00.140373900,7,7,22,12,
1410,2025-06-03T18:46:00.542422500,3,2,27,12,
1411,2025-06-03T18:46:00.582422,0,0,27,12,
1412,2025-06-03T18:46:02.062780900,0,0,43,13,
1413,2025-06-03T18:46:02.412781,5,4,43,13,
1414,2025-06-03T18:46:02.707782,2,1,19,14,
1415,2025-06-03T18:46:02.999346800,2,1,20,14,
1416,2025-06-03T18:46:03.339904500,1,1,20,14,
1417,2025-06-03T18:46:03.719460600,4,4,21,14,
1418,2025-06-03T18:46:04.036290500,5,4,21,14,
1419,2025-06-03T18:46:04.306338900,0,0,22,14,
1420,2025-06-03T18:46:04.611690400,0,0,23,14,
1421,2025-06-03T18:46:05.067226300,0,0,30,14,
1422,2025-06-03T18:46:05.333355100,1,1,30,14,
1423,2025-06-03T18:46:05.633359100,0,0,32,14,
1424,2025-06-03T18:46:05.896354900,0,0,32,14,
1425,2025-06-03T18:46:05.903355,0,0,32,14,
1426,2025-06-03T18:46:06.163403200,0,0,32,14,
1427,2025-06-03T18:46:06.212406400,2,1,32,14,
1428,2025-06-03T18:46:06.528405100,0,0,32,14,
1429,2025-06-03T18:46:06.821406100,0,0,32,14,
1430,2025-06-03T18:46:06.830400700,0,0,32,14,
1431,2025-06-03T18:46:07.137433200,2,2,33,14,
1432,2025-06-03T18:46:07.154435200,6,0,33,14,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1433,2025-06-03T18:46:07.400186400,0,0,34,14,
1434,2025-06-03T18:46:07.653570400,0,0,34,14,
1435,2025-06-03T18:46:07.906401900,1,1,34,14,
1436,2025-06-03T18:46:08.165399800,0,0,34,14,
1437,2025-06-03T18:46:08.411662700,0,0,35,14,
1438,2025-06-03T18:51:42.278310600,25,22,35,12,
1439,2025-06-03T18:51:42.757308800,6,5,21,12,
1440,2025-06-03T18:51:43.045306500,2,2,21,12,
1441,2025-06-03T18:51:43.476307600,2,2,26,12,
1442,2025-06-03T18:51:43.493311800,0,0,26,12,
1443,2025-06-03T18:51:44.795880400,4,4,35,13,
1444,2025-06-03T18:51:45.135873500,4,4,36,13,
1445,2025-06-03T18:51:45.439878200,2,1,19,14,
1446,2025-06-03T18:51:45.705869500,1,0,20,14,
1447,2025-06-03T18:51:46.101872,0,0,20,14,
1448,2025-06-03T18:51:46.405215500,0,0,20,14,
1449,2025-06-03T18:51:46.650530,0,0,21,14,
1450,2025-06-03T18:51:46.907058,1,1,21,14,
1451,2025-06-03T18:51:47.224279300,0,0,21,14,
1452,2025-06-03T18:51:47.707821400,0,0,29,14,
1453,2025-06-03T18:51:47.957910100,0,0,29,14,
1454,2025-06-03T18:51:48.215913100,0,0,30,14,
1455,2025-06-03T18:51:48.475914500,1,1,30,14,
1456,2025-06-03T18:51:48.481913300,0,0,30,14,
1457,2025-06-03T18:51:48.729846600,0,0,30,14,
1458,2025-06-03T18:51:48.741846500,3,0,30,14,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1459,2025-06-03T18:51:49.632365300,3,3,37,16,
1460,2025-06-03T18:51:49.676365200,1,1,38,16,
1461,2025-06-03T18:51:49.990365100,0,0,38,16,
1462,2025-06-03T18:51:50.245880800,1,1,38,16,
1463,2025-06-03T18:51:50.258880400,0,0,38,16,
1464,2025-06-03T18:51:50.561532400,0,0,38,16,
1465,2025-06-03T18:51:50.576534500,2,0,39,16,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1466,2025-06-03T18:51:50.819532200,0,0,39,16,
1467,2025-06-03T18:51:51.064829500,0,0,40,16,
1468,2025-06-03T18:51:51.316764600,2,2,40,16,
1469,2025-06-03T18:51:51.573345400,0,0,40,16,
1470,2025-06-03T18:51:51.820164,0,0,40,16,
1471,2025-06-03T18:53:12.770632400,13,12,26,11,
1472,2025-06-03T18:53:13.187635200,8,8,18,12,
1473,2025-06-03T18:53:13.462634500,3,3,19,12,
1474,2025-06-03T18:53:13.897635500,3,0,24,12,
1475,2025-06-03T18:53:13.915639100,0,0,25,12,
1476,2025-06-03T18:53:14.594186300,2,1,58,12,
1477,2025-06-03T18:53:14.935184400,5,5,59,12,
1478,2025-06-03T18:53:15.269186,3,2,18,13,
1479,2025-06-03T18:53:15.615230400,2,1,20,13,
1480,2025-06-03T18:53:15.872752200,1,1,20,13,
1481,2025-06-03T18:53:16.347267500,4,3,20,13,
1482,2025-06-03T18:53:16.736265300,3,3,21,13,
1483,2025-06-03T18:53:17.043267400,0,0,22,13,
1484,2025-06-03T18:53:17.350264500,0,0,23,13,
1485,2025-06-03T18:53:17.761453200,0,0,30,13,
1486,2025-06-03T18:53:18.017520200,0,0,30,13,
1487,2025-06-03T18:53:18.300540300,0,0,30,13,
1488,2025-06-03T18:53:18.551558,0,0,31,13,
1489,2025-06-03T18:53:18.558561700,0,0,31,13,
1490,2025-06-03T18:53:18.870562100,0,0,31,13,
1491,2025-06-03T18:53:18.883567200,2,0,32,13,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1492,2025-06-03T18:53:19.616089700,0,0,33,15,
1493,2025-06-03T18:53:20.336153700,1,1,33,16,
1494,2025-06-03T18:53:20.611191500,0,0,34,16,
1495,2025-06-03T18:53:20.623192200,0,0,34,16,
1496,2025-06-03T18:53:20.932467,0,0,34,16,
1497,2025-06-03T18:53:20.945466700,2,0,34,16,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1498,2025-06-03T18:53:21.186485200,0,0,34,16,
1499,2025-06-03T18:53:21.439308200,0,0,35,16,
1500,2025-06-03T18:53:21.695344600,1,1,35,16,
1501,2025-06-03T18:53:21.955190600,0,0,35,16,
1502,2025-06-03T18:53:22.197734700,0,0,35,16,
1503,2025-06-03T18:54:57.224179700,21,21,28,11,
1504,2025-06-03T18:54:57.583180700,2,2,15,12,
1505,2025-06-03T18:54:57.847182800,3,3,16,12,
1506,2025-06-03T18:54:58.205180,3,3,20,12,
1507,2025-06-03T18:54:58.229176200,1,1,20,12,
1508,2025-06-03T18:54:59.025176300,4,4,32,13,
1509,2025-06-03T18:54:59.427175600,7,7,33,13,
1510,2025-06-03T18:54:59.798175800,8,7,42,13,
1511,2025-06-03T18:55:00.166695,1,0,21,14,
1512,2025-06-03T18:55:00.434693600,1,0,21,14,
1513,2025-06-03T18:55:00.824697700,4,3,21,14,
1514,2025-06-03T18:55:01.088698900,0,0,21,14,
1515,2025-06-03T18:55:01.350514600,0,0,22,14,
1516,2025-06-03T18:55:01.661052,0,0,23,14,
1517,2025-06-03T18:55:02.058766300,0,0,29,14,
1518,2025-06-03T18:55:02.316764,0,0,30,14,
1519,2025-06-03T18:55:02.574175500,0,0,31,14,
1520,2025-06-03T18:55:02.841177700,0,0,31,14,
1521,2025-06-03T18:55:02.846178300,0,0,31,14,
1522,2025-06-03T18:55:03.095258500,0,0,31,14,
1523,2025-06-03T18:55:03.106261800,3,0,31,14,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1524,2025-06-03T18:55:03.685262300,0,0,46,15,
1525,2025-06-03T18:55:04.284446500,0,0,43,16,
1526,2025-06-03T18:55:04.534451800,0,0,43,16,
1527,2025-06-03T18:55:04.547454900,0,0,43,16,
1528,2025-06-03T18:55:04.851569800,0,0,43,16,
1529,2025-06-03T18:55:04.865569300,2,0,43,16,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1530,2025-06-03T18:55:05.107158900,0,0,44,16,
1531,2025-06-03T18:55:05.362757400,0,0,44,16,
1532,2025-06-03T18:55:05.608200100,0,0,44,16,
1533,2025-06-03T18:55:05.868275400,0,0,45,16,
1534,2025-06-03T18:55:06.110780700,0,0,45,16,
1535,2025-06-03T18:57:13.732852600,18,17,33,11,
1536,2025-06-03T18:57:14.118850200,9,9,20,12,
1537,2025-06-03T18:57:14.407853500,4,4,22,12,
1538,2025-06-03T18:57:14.801851600,4,1,27,12,
1539,2025-06-03T18:57:14.839852,1,1,27,12,
1540,2025-06-03T18:57:15.921899,2,2,59,12,
1541,2025-06-03T18:57:16.242898400,5,4,59,12,
1542,2025-06-03T18:57:16.528900100,1,1,19,13,
1543,2025-06-03T18:57:16.797901,3,2,19,13,
1544,2025-06-03T18:57:17.126898900,3,3,19,13,
1545,2025-06-03T18:57:17.440902900,2,1,19,13,
1546,2025-06-03T18:57:17.749418500,0,0,20,13,
1547,2025-06-03T18:57:18.010870,0,0,20,13,
1548,2025-06-03T18:57:18.331387800,0,0,20,13,
1549,2025-06-03T18:57:18.748428400,0,0,28,13,
1550,2025-06-03T18:57:19.002487400,0,0,28,13,
1551,2025-06-03T18:57:19.320007400,0,0,29,13,
1552,2025-06-03T18:57:19.576345,0,0,30,13,
1553,2025-06-03T18:57:19.583205300,0,0,30,13,
1554,2025-06-03T18:57:19.832584700,1,0,30,13,
1555,2025-06-03T18:57:19.847585,3,0,30,13,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1556,2025-06-03T18:57:20.532586400,1,1,44,15,
1557,2025-06-03T18:57:20.954585800,0,0,32,16,
1558,2025-06-03T18:57:20.988621,0,0,32,16,
1559,2025-06-03T18:57:21.291240700,0,0,32,16,
1560,2025-06-03T18:57:21.537755300,0,0,33,16,
1561,2025-06-03T18:57:21.547754,0,0,33,16,
1562,2025-06-03T18:57:21.850262600,0,0,33,16,
1563,2025-06-03T18:57:21.861262900,2,0,33,16,Cannot invoke "javafx.scene.layout.FlowPane.getChildren()" because "<local3>.gameFlowPane" is null
1564,2025-06-03T18:57:22.105261,0,0,33,16,
1565,2025-06-03T18:57:22.349152600,0,0,34,16,
